Ticker,ISIN,Industry,TR_WomenEmployees,TR_AvgTrainingHours,TR_TradeUnionRep,TR_AnalyticLostDays
QYRF,FIB63N1Y5MQ1,Beverages,,0.2,0.8,0.17
FSOX,NZM6AVIN1J64,Coal ,0.48,0.13,0.41,0.15
ISJU,JFD3SI129JU8,"Computers, phones and household electronics ",0.32,0.55,0.16,0.14
RQH,XEOF50SYFGB3,Construction materials ,0.03,0.31,0.05,0.78
HXMS,AN6AJ82HTZ22,Containers and packaging ,0.6,0.01,0.01,0.55
URUD,JDBK67FBMZS0,Electronic equipment and parts,0.04,0.23,0.74,0.16
DCJL,ZDYQE8JH3993,Food and drug retailing,0.28,0.08,0.41,0.4
KUFK,EGXGXPMPLCT2,Food and tobacco,0.33,0.06,0.33,0.45
AGN,OR9EGBJQERP0,Healthcare providers and services,0.07,0.4,0.04,0.66
GPKN,MPNROWK6ZQT3,Homebuilding and construction supplies,0.18,0.19,0.02,0.78
OKUB,PAXZ48MRVNF0,Hotels and entertainment services,,0.64,0.22,0.31
RDLG,GWT50IZK7EF4,Hotels and entertainment services,0.71,0.24,0.22,
IWOK,PSQ6M2K1U463,Household goods,0.35,0.02,0.01,0.79
JEMX,OJHFT9VPSEO3,Household goods,0.2,0,0.1,0.87
JDD,NPKZ5A30WZE6,Investment banking and investment services,0.49,0.46,0.22,
SOYN,RYJI2A5L2J16,Multiline utilities,,0.4,0.6,0.17
AUGB,XBJ70HDPHU34,Oil and gas,0.31,0.22,0.24,0.4
NLYH,JSJUZY4X3W62,Paper and forest products,0.69,0.08,,0.4
BUPR,DQZRQ8N016L0,Passenger transportation services,0.03,0.34,0.39,0.41
KCX,UC6T7SPHT6H0,Personal and household,0.44,0.06,0.18,0.49
DXD,WJZQK787FDH4,Pharmaceuticals,0.09,0.39,0.18,0.51
HJM,NDDAPGFJT1X6,Residential and commercial REITs,0.4,,0.71,0.06
GULP,WB8YAPRJ7GA3,Specialty retailers,0.66,0.22,0.07,0.22
AGA,MJZB1619QVJ6,Telecommunications services,0,0.11,0.18,0.88
JLMV,QONPU28U4YX5,Textiles and apparel,0.51,0.49,0.17,
TLS,QM8PQ73ZD6U5,Textiles and apparel,1,0.15,0.02,
VLB,XCLTVOE1X8L9,Transport infrastructure,0.02,0.63,0.06,0.46
IWA,DA7B3AX0EC85,Uranium,,,0.59,0.58
IMI,AONP8UBY36F9,Automobiles and auto parts ,0.01,0.62,0.4,0.13
NYO,VR8FI4OIZ451,Automobiles and auto parts ,0.06,0.28,0.72,0.1
OKQT,GTTIYMBCRDI0,Banking services,0.82,0.18,0.05,0.11
BUUK,GM9LELWJV6D0,Chemicals ,0.05,,0.86,0.25
CZTG,ZT8U38FXNED9,Chemicals ,0.04,0.63,0.03,0.46
NKE,IHS66BDEYDG8,Collective investments,0.61,0.16,0.29,0.1
QSF,HHJ0521X9UV1,"Computers, phones and household electronics ",0.27,0.49,0.29,0.11
ULK,YW9XL566ZQ75,"Computers, phones and household electronics ",0.56,0.37,,0.23
KCJ,LQUV36Z93JM0,Construction and engineering,0.35,0.44,0.24,0.13
VEH,XD3GGFRWCXG7,Containers and packaging ,,0.64,0.24,0.28
NTMZ,OH97JGEH4A76,Diversified industries,0.07,0.13,0.03,0.93
OQJS,IXIF0K26WQH4,Diversified industries,,0.37,0.02,0.77
UPYR,ZAAIVW0UPNI8,Food and drug retailing,0.34,0.23,0.46,0.13
ARI,SQUUF0Y6S627,Freight and logistics services,0.14,0.2,0.54,0.28
MGK,UGM29302REF4,Freight and logistics services,0.55,0.04,0.22,0.35
NPOD,VLV6ZL30MKE8,Homebuilding and construction supplies,0.01,0.01,0.22,0.92
SNX,IZ67P9UVOW20,Industrial conglomerates,,0.41,0.11,0.64
GPLC,WFRV740RIPU0,Insurance,0.05,0.01,0.63,0.47
TMEW,CT1J035CNTD7,Investment banking and investment services,0.87,0.21,0.07,0.01
XLMC,COSZ0H6EFYN8,Oil and gas,0.06,0,0.54,0.56
RLT,XSX1164LZ3X7,Oil and gas related equipment and services,0.21,0,0.4,0.55
QEZ,XZ72Q1GMNN87,Personal and household,0.12,0.08,0.16,0.8
XQJV,YWMRVDF9IZH0,Personal and household,0.34,0.15,0.61,0.06
AYU,CUU4P0F1DEM6,Renewable energy,0.09,0.41,0.66,
DEXW,YFORPEKY49S2,Telecommunications services,0.51,0.45,0.09,0.11
DCA,EYH8TUYCUS28,Textiles and apparel,0.97,0.08,0.02,0.09
BXOM,UJNI3KA8HTY3,Water and related utilities,0.03,0.21,0.81,0.11
PQXA,DXGVN94B7IF2,Aerospace and defense,0.59,0.48,0,0.09
XAH,MBN8OBYQ9ZD4,Construction and engineering,0.84,0.08,0.21,0.03
UZHT,FES2RY11QMM4,Freight and logistics services,0.23,0.42,0.06,0.45
FZU,JHKI15GHHM74,Healthcare equipment and supplies,0.31,0.29,0.26,0.3
ICP,GJDC0ZQGYKS0,Household goods,0.26,0.47,0.1,0.33
XGFG,HGM15SHIPAW8,Industrial conglomerates,,0.82,0.15,0.19
YHY,BX34SPLQ6WD9,"Machinery, tools, heavy vehicles, trains and ships",0.21,0.69,0.09,0.17
CBT,VRB6PKNIQF24,Multiline utilities,0.46,0.01,0.53,0.16
EZG,BKC40SBWONX6,Natural gas utilities,0.59,0.13,0.24,0.2
FUZC,EZC2OCWR9MT9,Natural gas utilities,0.65,0.36,,0.15
SXJZ,SYMG67YI2H01,Natural gas utilities,0.17,0.42,,0.57
AUEY,URFZVLPK5EY6,Paper and forest products,0.53,0.43,0.03,0.17
ZDAR,BZEIDCF6T3P8,Professional and commercial services,0.85,0.09,0.02,0.2
KAA,CJJMMUBS8PF6,Renewable energy,0.21,0,0.69,0.26
CJP,KT938ZLVNP76,Banking services,0.74,0.13,0.21,0.07
ILSE,VMAN1FN5SCR9,"Computers, phones and household electronics ",,0.46,0.65,0.04
OEJM,AU43AR9Q29N0,Food and tobacco,0.23,0.07,0.53,0.32
CNM,NTP4JA2JSR54,Freight and logistics services,,0.66,0.28,0.21
CKG,SOTJ2B3CYMA6,Office equipment,0.92,0.01,0.05,0.17
SDY,HJLSCHFOM8Y0,Oil and gas related equipment and services,0.61,0.13,0.34,0.07
NLBP,OZLL58183K31,Real estate operations,0.73,0.19,0.12,0.11
TKX,LZVFQP6HAQA1,Residential and commercial REITs,0.07,0.76,0.32,
KJBS,FO0WLQML3YC4,Specialty retailers,0.23,0.46,0.12,0.34
PXM,ZS4GORYHYD75,Automobiles and auto parts ,0.12,0.67,0.22,0.14
GHV,JA5X5ORAB4C3,Banking services,0.6,0.29,0.13,0.13
OWIR,PDDCH4JEO395,Beverages,0.61,0.31,,0.23
NLUJ,QDT9Q2Q3A7L6,Collective investments,0.09,0.46,,0.6
JNZ,IWKDVEC02JQ1,Construction and engineering,0.16,0.44,0.41,0.14
EUT,ASSUFKG5EXA4,Containers and packaging ,0.27,0.19,0.04,0.65
GFQH,QYHK1D6NE0P8,Diversified retail,0.81,0.11,0.06,0.17
NML,MP5HJUNHQZB7,Diversified retail,0.05,0.11,0.41,0.58
RNR,AZCLTO5881C6,Diversified retail,0.14,0.51,0.14,0.36
VZXF,TE3Z8N0A4XZ2,Food and drug retailing,0.34,,0.09,0.72
EZH,VGG9Y7FB89F4,Freight and logistics services,0.08,0.48,,0.59
RQTY,CBDIH590AGX6,Freight and logistics services,0.45,0.54,0.16,
XBU,AP0WYJHRZ3O0,Homebuilding and construction supplies,0.36,0.38,0.26,0.15
TTMI,YWGIV5RCQDT4,Household goods,0.2,0.02,0.04,0.89
LYOJ,UJM8AAU1H3Z3,Investment banking and investment services,0.9,0.13,0,0.12
EBCX,STBNA8HMYJ31,Natural gas utilities,0.21,0.74,,0.2
PPG,KA7RSJPUNI97,Office equipment,0.27,0.36,0.15,0.37
RYJO,ED643U5U08V0,Office equipment,0.03,0.36,0.06,0.7
YTVM,CNEA34Y4W1M1,Office equipment,,0.32,0.83,
KAZX,RD43X1KW60F2,Oil and gas related equipment and services,0.09,0.45,0.09,0.52
MUZ,NRUHB9UA3UC7,Paper and forest products,0.11,,0.21,0.83
MSW,UUD8ESEFP9X8,Pharmaceuticals,0.15,0.09,0.02,0.89
LTQ,CN2CW9R0W687,Professional and commercial services,0.72,0.03,,0.4
WLK,QIWWTZCFSJG4,Professional and commercial services,0.57,0.11,0.05,0.42
MYS,EYAU2MAAWT68,Specialty retailers,0.64,0.07,0.44,
AEM,QS32LEEUHUO4,Water and related utilities,0.38,0.62,0.01,0.14
HXU,CDBBKSGNDY89,Aerospace and defense,0.22,0.59,0.19,0.14
DIVL,EP2DRQPPZQ34,Automobiles and auto parts ,0.02,0.31,0.81,
CCN,IN1WPHFHLLX7,Beverages,,0.55,0.16,0.43
WNY,WVXC9ORBT0H0,"Computers, phones and household electronics ",0.18,0.12,0.18,0.66
BAS,BW9O71I2RJ79,Containers and packaging ,0.43,0.2,0.27,0.24
GIBN,LHZQ3OA0XDU4,Containers and packaging ,0.12,0.1,0.2,0.72
ZHV,RBM2UNPGJ233,Containers and packaging ,0.11,0.35,0.3,0.38
XMI,XH6ND0PIYXL7,Diversified retail,0.23,0.53,0.24,0.14
HFTT,MR1B7O0SQGY0,Electronic equipment and parts,0.12,0.16,0.15,0.71
CJBZ,HFZ8QERI8JP2,Food and drug retailing,0.86,0.19,0.08,0.01
QTWU,VWZ2VV7WU411,Food and tobacco,0.59,0.55,0,
JBCF,EUDRNJP5JJM7,Freight and logistics services,,0.1,0.42,0.62
ZPRN,DETVF8BMIMK4,Healthcare equipment and supplies,,0.32,0.78,0.04
CZT,XX54RG394WL4,"Machinery, tools, heavy vehicles, trains and ships",0.26,0.26,0.08,0.54
AGN,NTNIGUIZLN80,Natural gas utilities,0.49,0.27,0.16,0.22
GUXT,CHR2EJ9Q3PY6,Natural gas utilities,0.44,0.12,0.48,0.1
RTTM,MM2L0PYL5HA0,Oil and gas related equipment and services,0.34,0.07,0.63,0.1
OALL,BRTG736R6UJ6,Paper and forest products,0.56,0.26,,0.32
CFO,SMVSQMNK6ZX3,Specialty retailers,0.22,0.44,0.23,0.25
IOIC,NASG2HACJS18,Textiles and apparel,0.16,0.26,0.51,0.21
YBR,LXCUMEAUULW5,Uranium,0.23,0.4,0,0.51
BSP,PM03C058FPD0,Aerospace and defense,0.18,,0.52,0.44
OMKB,USKU5S9T2KJ7,Biotechnology and medical research,0.12,0.07,0.76,0.19
ZIG,UDM8THEC3K73,Coal ,0.62,,0.34,0.18
YJW,VBSL2JE1RJ34,"Computers, phones and household electronics ",0.69,0.21,0.17,0.07
EHW,NG86I817M9N7,Electronic equipment and parts,0.08,,0.89,0.17
OPT,MK1ZHCMS2LA1,Food and drug retailing,,0.42,,0.72
WFPY,QD1N6FPKQTN9,Insurance,0.26,0.29,0.58,0.01
EUP,LWRD2IQ0E8P9,Paper and forest products,0.13,0.01,0.84,0.16
KIQ,XC7HIWXEG1G1,Professional and commercial services,0.71,0.16,0.09,0.18
ZJX,FGS52LKHNZI5,Textiles and apparel,0.06,0.2,0.42,0.46
RXVG,KQSVCWGWIKB5,Coal ,0.63,0.02,0.37,0.11
NSR,OXC836QVDZL4,Construction materials ,0.05,0.6,0.16,0.32
PFM,DLX6XX6AF3W9,Containers and packaging ,0.11,0.81,0.16,0.05
JLZR,YXV42FZFX049,Electric utilities and IPPs,,0.49,0.31,0.33
ZEX,SG3E4J8RQE43,Electronic equipment and parts,0.54,0.23,0.17,0.19
RXVU,JXM19FOMFI04,Food and tobacco,0.06,0.76,0.09,0.22
PWE,PTZ4AI1G8LI0,Hotels and entertainment services,0.01,0.26,0.31,0.55
PGU,IOLNIZI5WGT8,Household goods,0.32,0.26,0.44,0.11
JJLK,KXK0Z5Q40J69,Investment holding companies,,0.53,0.05,0.55
JCOY,IYJSZD5MC4K9,"Machinery, tools, heavy vehicles, trains and ships",0.32,0.31,0.43,0.07
AQCT,MZDE7ZYYLP95,Media and publishing,0.32,0.26,0.03,0.52
FHC,GP3GLIZEU0D2,Multiline utilities,0.78,0.27,0.04,0.04
NAVS,CXN16QVBY2K9,Natural gas utilities,0.18,,0.39,0.56
QZSR,NYU5ZCKKEF07,Oil and gas related equipment and services,0.19,0.28,0.63,0.03
VMK,QI25F9QD0EU2,Semiconductors,,0.12,0.09,0.92
WIN,CSCY3JWZBOU3,Software and IT services,0.31,0.5,0.32,
GIDN,DUVCN1B4UVA0,Aerospace and defense,0.12,0.23,0.49,0.29
VVD,YNA467A1RN73,Coal ,0.48,,0.65,
BIRX,OAA9GZOIYJ20,Collective investments,0.08,0.77,0.08,0.2
NUIN,OP7NFM5XT7J1,Collective investments,0.07,0.09,0.32,0.65
POO,RG5MARQBBOC5,Communications and networking,0.17,0.57,,0.39
VKUD,AJ5DUG719Z69,"Computers, phones and household electronics ",0.66,0.31,0.15,0.01
CUIU,FIFCRTB71C58,Construction materials ,0.23,0.17,0.29,0.44
NWMM,PPXV8PZAVX17,Containers and packaging ,0.39,0.16,,0.58
ECG,IIF8O74I8T90,Diversified industries,0.12,,0.02,0.99
EMU,VHTGRXPGI2H3,Diversified industries,0.5,0.18,0.45,
PGDW,IZSVNSW2YAH8,Food and drug retailing,,0.7,0.05,0.38
NGCH,CUH5ZV0BH7K8,"Machinery, tools, heavy vehicles, trains and ships",,0.26,0.29,0.58
QIA,YT9VIU7VC4E3,Media and publishing,0.6,,0,0.53
KDGW,BYITB6MQQ377,Multiline utilities,0.83,,0.18,0.12
SHCJ,GI3IBZBVJKR0,Oil and gas related equipment and services,0.11,,0.45,0.57
QWE,RJFAFSKN3M13,Passenger transportation services,0.25,,0.88,
CMV,NEMYYHZHFOM9,Pharmaceuticals,0.21,0.13,0.01,0.78
LNKT,JFTK0UU10VZ4,Professional and commercial services,0.08,0.05,0.71,0.29
GMTR,VVKJ8WCUBQ85,Residential and commercial REITs,0.73,0.2,0.18,0.02
MFU,FQ9SCZCBZGP5,Specialty retailers,0.36,0.43,0.22,0.12
ATQZ,EB3R02XIAKR1,Telecommunications services,0.25,0.05,0.83,
NTE,QNL8JEHRCML5,Uranium,0.32,0.16,0.59,0.06
WXMF,FLZBIIEATLW2,Uranium,0.53,0.45,0.15,
JYWO,PWDF0OFUZ8J1,Aerospace and defense,0.17,,0.63,0.32
CWUK,GTLIZUIWPFW6,Beverages,0.29,0.37,0.32,0.14
PMR,WMYQT0INUXR2,Beverages,0,0.28,0.64,0.2
ATYY,XWS3Z58T6VS8,Biotechnology and medical research,0.29,0.7,0.13,
IRQ,BIYM19TFYUN4,Biotechnology and medical research,0.24,0.08,0.56,0.24
ABB,ENXINNJ19666,Collective investments,0.45,0.12,0.39,0.16
HQFI,RYK85XJRIRD8,Communications and networking,0.43,,0.04,0.65
WKNY,PHJV1P00EZI0,Diversified industries,0.26,0.39,0.11,0.36
IGG,WR8DHFIOBKO6,Diversified retail,0.2,0.63,0.2,0.09
MKS,RXA8E4UBWDW5,Diversified retail,,0.26,0.72,0.14
BIAP,MNPM6SFZ3NX9,Electronic equipment and parts,,0,0.9,0.22
EYGH,TNWE4S40ZH61,Healthcare providers and services,,0.52,0.5,0.1
QBAJ,BVOJH3SXGKK0,Homebuilding and construction supplies,0.05,0.12,0.81,0.14
OCSQ,OWIF28TWL9U5,Hotels and entertainment services,0.24,0.33,0.44,0.11
CDLB,GUUHG7Q14AX9,Investment banking and investment services,,0.06,0.08,0.98
IRU,MXAORXEJAFH2,Investment holding companies,0.41,0.12,,0.59
GVD,ELGB6URZ8KV7,Leisure products,0,0.06,0.95,0.11
HOT,RTHN4HG50VP1,Leisure products,0.05,0.91,0.08,0.08
FEH,ZNSIJYRWNVE7,"Machinery, tools, heavy vehicles, trains and ships",,0.39,0.26,0.47
ELFJ,CD77M2IF62N8,Metals and mining ,0.13,0.93,0.04,0.02
KDDV,SPTUPA0M7NS8,Oil and gas,0.06,0.56,0.09,0.41
ECRT,ZQK478N979W4,Oil and gas related equipment and services,0.23,0,0.14,0.75
BPMR,RFWEK2CB6M84,Pharmaceuticals,,0.93,,0.19
RUGC,UQ59JKJFKSU8,Pharmaceuticals,0.2,0.07,,0.85
XUS,GP79EY72K5J1,Real estate operations,,0.31,0.05,0.76
TVOG,KL1C8W4FKRQ1,Semiconductors,0.54,0.31,,0.27
YFBS,ED5QVP9FRJG3,Telecommunications services,,0.1,0.09,0.93
UUFG,TOGW7LPFQ838,Textiles and apparel,,0.19,0.32,0.61
LZXZ,THTTZZGI3394,Water and related utilities,0.1,,0.28,0.74
PLI,CNJD5YNRN3M2,Collective investments,0.13,,0.82,0.17
PPI,UEEJCHIKRLO6,Diversified retail,0.61,0.22,0.29,
ITQ,CSK4YHANR621,Homebuilding and construction supplies,0.42,,0.29,0.41
KDY,HJK6Y7FAS3Q7,Insurance,0.22,0.68,0.06,0.16
NNW,IYNL5IZCW7F1,Insurance,0.25,0.1,0.08,0.69
GKT,PQJR3LBTPRK5,Investment banking and investment services,0.3,0.29,0.35,0.18
IOK,FYJEM1TED593,Investment banking and investment services,0.69,0.22,0.14,0.07
BHZJ,JI8435033HC4,Leisure products,0.15,,0.94,0.03
MCJY,FSFXGS89HHC1,Leisure products,0.65,,0.29,0.18
YUVJ,ZF60CQ8IR0E9,Oil and gas related equipment and services,0.09,0.6,,0.43
ULV,OD5TBEHHNDK2,Pharmaceuticals,0.46,0.05,0.42,0.19
PMN,TOLPMFK07ST0,Software and IT services,0.57,0.16,0.19,0.2
EFQY,UXOGUL6HUIL2,Textiles and apparel,0.12,0.11,0.59,0.3
QJHZ,VYRBIOHQMUL5,Aerospace and defense,0.09,0.09,0.92,0.01
XIOX,WS8QBXSVDFA3,Aerospace and defense,,0.83,0.21,0.07
JXFS,CU0NG5C23C68,Automobiles and auto parts ,0.06,0.8,0.04,0.21
OELD,QJRNVSQSU1N9,Collective investments,0.07,0.52,0.15,0.37
ITEC,PK8O3LRXU6J9,"Computers, phones and household electronics ",0.1,,0.02,0.99
SZDH,BFUH16A4U569,Containers and packaging ,,0.87,0.18,0.06
UNY,FVANTASTTI96,Diversified industries,0.55,0.11,0.05,0.4
KXCX,MO6886YQ6J24,Electronic equipment and parts,0.29,0.48,0.28,0.06
GKI,PZ4AJGOH96S4,Food and drug retailing,0.19,0.4,0.1,0.42
ITHG,RJFQF5DPMW63,Food and tobacco,0.03,0.17,0.26,0.65
ZXU,TLUWKPPZ5TC4,Healthcare equipment and supplies,0.01,0.73,0.29,0.08
KSE,WTFDLPA4CBM2,Industrial conglomerates,0.2,,0.03,0.88
OKP,BWB0PIAODYQ1,Industrial conglomerates,0.03,0.06,0.91,0.11
YKJ,FVRXCVKC32P5,Industrial conglomerates,,0.54,0.54,0.03
ANEJ,QWXSN5RG5QX1,Insurance,,0.78,0.03,0.3
OQSB,QMG6A27SV8D9,Insurance,0.1,0.77,0.16,0.08
COV,ANBMTK9POJO8,"Machinery, tools, heavy vehicles, trains and ships",0.23,0.78,0.1,
SGM,QRQ7LE5Z1S02,Media and publishing,0.06,0.39,0.66,
IHIH,XA4VYWSKSHL9,Natural gas utilities,0.95,0.06,,0.1
YEG,HI6WRDN35370,Oil and gas,0.69,0.13,0.21,0.08
NJSJ,FMUG6N3VOZ18,Real estate operations,0.45,0.57,0.09,
QKL,YIHV292TO4W3,Real estate operations,,0.2,0.67,0.24
CCE,CWHU34DT6BK3,Semiconductors,0.26,0.34,0.43,0.08
GUA,JIEWFUCVS158,Semiconductors,0.1,0.2,0.03,0.78
CRIX,LZDNYPP2YKA0,Software and IT services,0.22,,0.33,0.56
FCX,JUUV6Z1510J1,Specialty retailers,0.65,0.05,0.16,0.25
BTLD,IWIGGQV5YY97,Water and related utilities,,0.87,0.17,0.07
QCNF,GJCB02S75DM5,Water and related utilities,0.03,0.68,0.17,0.23
CVNE,XYLFHW4VP7C1,Construction materials ,0.11,,0.72,0.28
YUCZ,GB75A01Q9ZL6,Containers and packaging ,,0.48,0.63,
DYBA,HX06XU057Y35,Diversified industries,,0.08,0.62,0.41
QNS,HUTBAFOKXEI0,Diversified retail,,0.84,0.12,0.15
HVF,LWMFQX2LQSS3,"Machinery, tools, heavy vehicles, trains and ships",0.12,0.2,0.06,0.73
NYYW,SCL76JF2ZBU0,"Machinery, tools, heavy vehicles, trains and ships",0.5,0.1,0.01,0.5
MEM,KY3MG8H1IPU3,Paper and forest products,0.31,0.05,0.61,0.14
TOT,LV37HBX3QC29,Passenger transportation services,0.36,0.58,0.17,
TQX,CG8MJGDBG356,Passenger transportation services,0.81,,0.18,0.12
ZWJT,XH81NHX3X759,Renewable energy,,0.75,0.36,
PVBJ,PIMH2GUU0BG4,Telecommunications services,,0.86,0.12,0.13
GFL,EQB5V1OBYO10,Automobiles and auto parts ,0.52,0.06,0.36,0.16
EPFQ,GL4FOZJM4966,Beverages,0.07,0.08,0.72,0.23
HJH,SYVLTUU9IQQ0,Chemicals ,0.65,0.24,0.02,0.19
LFZ,VKPEZR311FE1,Coal ,0.21,0.61,0.05,0.23
HSBO,DA6EFJA7QVC3,Communications and networking,0.22,0.17,0.67,0.04
ZIDB,QMNN3C30SRE3,"Computers, phones and household electronics ",0,0.56,0.18,0.36
LZXB,FQSHQCJNVW98,Containers and packaging ,0.19,0.35,0.52,0.04
UZPJ,YMFLP1HVZK39,Diversified industries,0.78,0.04,0.24,0.04
HWPS,DW91X2LH84H0,Diversified retail,0.7,0.4,,
SBNF,QZHHJMJM9A83,Diversified retail,0.39,0.53,0.18,
MDE,NCNIZZU6DVP7,Healthcare providers and services,0.27,0.09,0.07,0.67
RFDR,XTKSUHJGL4K1,Homebuilding and construction supplies,0.31,0.1,0.4,0.29
RWG,TEJUQTA4OBX5,Household goods,0.74,0.36,,
KUJ,XVN0DTGZ1QF4,Industrial conglomerates,0.11,0.03,0.8,0.16
GUJ,QK0U5JPGH816,Leisure products,0.41,0.32,0.32,0.05
ZJZ,ADPZFB68TUK7,Leisure products,0.49,0.13,,0.48
HNT,JXKHWXG8XWV2,Media and publishing,0.58,0.13,0.04,0.35
MYUY,QTBXLM52LEU4,Media and publishing,0.11,0.6,,0.39
DBPT,APX3MBYE4JF4,Metals and mining ,0.05,0.82,0.09,0.14
HYJ,GW3T5602WD48,Paper and forest products,0.02,0.47,0.59,0.02
IKXS,OZG8V3U0DB77,Professional and commercial services,0.59,0.35,0.06,0.1
YPS,XFWQAHUOS9Z7,Specialty retailers,0.54,0.29,0.21,0.06
FFL,EZF3K8R0PP56,Textiles and apparel,0.55,0.16,0.3,0.09
GVL,XUP5I337MQV4,Transport infrastructure,0.32,0.17,0.28,0.33
UJR,BDV4NML82LR9,Uranium,0.83,0.02,0.02,0.23
ASE,PF6Z0ZN2IC00,Personal and household,0.19,0.29,0.42,0.2
OGT,CDIOVGZXTQ74,Software and IT services,0.42,0.24,0.14,0.3
BZLZ,PCU72RLLK8Q7,Water and related utilities,0.15,0.41,0.47,0.07
QETN,CO582AL0IPW4,Leisure products,0.28,0.34,0.39,0.08
BDOY,CAQPY8F6AOM9,Automobiles and auto parts ,0.14,0.43,0.37,0.15
GPRL,JXPOK6L3JTC0,Chemicals ,0.05,,0.81,0.23
NWT,LSUN9KS99H27,"Computers, phones and household electronics ",0.1,0.31,,0.68
USQI,HGWISVT5QTW9,Construction and engineering,0.48,0.34,0.16,0.11
YVAZ,BDT3MI3W2BE3,Construction and engineering,0.03,0.22,0.78,0.06
AOV,CJV0L7CJJ577,Electric utilities and IPPs,0.32,0.1,,0.67
LKN,RX8RI6ZEXX85,Electronic equipment and parts,0.66,0.13,0.25,0.05
ADI,VQ66DYNXZAC4,Food and drug retailing,0.38,0,0.56,0.15
GLM,QZAAZCORZT62,Food and drug retailing,0.76,,0.33,
LAZ,OZZU3F28AYN7,Food and tobacco,0.23,0.31,0.54,0.01
RDPF,TQPX8NM9SOJ9,Healthcare providers and services,0.28,0.12,0.45,0.24
ODDN,XGTS2GMEBYK5,Homebuilding and construction supplies,,0.46,0.6,0.03
IAUY,YZT1MKVL43Q5,Household goods,0.54,0.47,,0.08
QLW,DBEZ05CZNUG6,Insurance,0.62,0.17,0.28,0.02
UGRF,NNPXC455NST1,Investment banking and investment services,0.49,0.04,0.56,
EOH,JGRPWK4KZAW5,"Machinery, tools, heavy vehicles, trains and ships",0.04,0.14,0.73,0.18
SHKS,JSOLBSPP8YY8,Metals and mining ,,0.74,0.12,0.23
MKI,VPX5B18LTA45,Office equipment,0.17,0.22,0.28,0.42
XKW,PFOIFOJJ5443,Oil and gas,0.19,0.13,,0.77
JHQZ,SWYAZ1RZC8D4,Pharmaceuticals,0.2,0.38,0.15,0.36
PFPF,ZSTPX5VGOMY7,Pharmaceuticals,0.12,0.67,,0.3
QIM,AZQPTMIAGCB0,Specialty retailers,0.15,0.1,0.39,0.45
TWE,OYXXTM9Y3732,Transport infrastructure,0.49,0.37,0.13,0.1
CFQ,JMBKXQ7Q8NE8,Uranium,0.34,,0.25,0.5
CAGP,OSNTZG9I3544,Aerospace and defense,,0.04,0.46,0.59
IMWA,YP5SLFAKPIH5,Banking services,0.12,0.05,0.73,0.19
KBV,OZW1S1S39YI7,Coal ,0.24,0.5,,0.35
UQJP,EI8PALFL9UI5,Containers and packaging ,0.15,0.69,0.13,0.12
FDI,PFMS6AN658U3,Diversified industries,0.07,0.29,0.73,
OOJ,WQMHVSVP8NJ2,Food and tobacco,0.62,0.06,,0.41
DPK,CZUXRQ5F55X4,Household goods,0.62,0.08,0.39,
ZZN,AC8DSYHE2ZX1,Leisure products,0.21,0.27,0.18,0.43
BIL,TX2KG8CIUP95,Media and publishing,0.13,,0.13,0.83
NEOF,SIIVNKKEV9L6,Multiline utilities,0.05,0.07,0.7,0.27
XUO,RTYEQ7PH0M89,Oil and gas related equipment and services,0.11,0.59,0.02,0.37
KSP,SFL1S3AHPYT9,Real estate operations,0.39,0.23,0.22,0.25
XRJ,PREKWYKDJFU7,Software and IT services,0.31,0.38,0.05,0.35
ZGF,XQKU5DGA2C18,Textiles and apparel,0.73,0.02,0.19,0.15
WQCZ,FBU78VL41RA1,Aerospace and defense,0.4,0.61,0.03,0.04
PMZ,XTN76GRZ9D35,Automobiles and auto parts ,0.18,0.03,,0.87
VDFV,FFO3KXJQQP59,Chemicals ,0.34,0.57,0.06,0.11
AWEH,CF7I81QJMHU2,Coal ,0.41,0.19,0.16,0.32
HSAI,IW268VJM0YX0,Coal ,0.12,0.53,0.01,0.42
RPX,IIZXKJXAGN45,Coal ,,0.09,0.68,0.31
ODEM,LUAOVAM2V6W6,Food and tobacco,0.35,0.07,0.39,0.27
COQ,MUCKXFNKUXD9,Healthcare providers and services,0.16,0.57,0.12,0.23
EWS,EJC6G5REM663,Healthcare providers and services,0.42,0.32,0.11,0.23
JWL,OZBN9L6F2TW0,Homebuilding and construction supplies,0.26,0.39,0.09,0.34
KTFY,JR2ZOV6NJKH5,Homebuilding and construction supplies,,,0.99,0.09
LWLY,FP9ODABINC81,Homebuilding and construction supplies,0.06,0.79,0.1,0.13
IVPY,WCYCWFNEOL92,Hotels and entertainment services,0.16,0.39,,0.53
ZNK,FT750A4LB5N6,Hotels and entertainment services,,0.37,0.04,0.67
VAGZ,JSHYT75TLRX4,Investment banking and investment services,0.04,0.76,0.28,
CYQ,IAJADA6JFJH8,Investment holding companies,0.78,0.08,0.2,0.02
QWRK,BX6XQSXOVK53,Investment holding companies,0.28,,0.61,0.19
WVOV,FJXNSNPWKRZ7,Investment holding companies,0.27,0.51,0.18,0.12
YLHV,ACKDZNSW7IL6,Leisure products,,0.05,0.64,0.39
WBG,ILPDAAPFRTH0,"Machinery, tools, heavy vehicles, trains and ships",0.25,0.57,0.21,0.05
IFQ,YN174BDYYLP8,Multiline utilities,0.43,0.61,0.04,
